,STATENAME,ST_CASE,MONTHNAME,DAY,DAYNAME,HOUR,HARM_EV,NUMOCCS,NUMOCCSNAME,UNITTYPE,,,,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME,MODEL,DEATHS,,,,,,,
15,Hawaii,150052,1,1,7,July,9:00pm-9:59pm,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,WB1044006DZW,WB1044006DZW,2013,2013,452,BMW,1745,R 1200 RT,Motorcycle - Touring / Sport Touring,34,BMW,80,Two Wheel Motorcycle (excluding motor scooters),0,33,Curb,0,No or Not Reported,34706,BMW 750cc and over,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",2,"Two-Way, Divided, Unprotected Median",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,6,Passing or Overtaking Another Vehicle,12,Off the edge of the road on the left side,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,102,Single Driver-Left Roadside Departure,706,1,,,,
15,Hawaii,150053,1,1,8,August,0:00am-0:59am,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,3N1AB7AP2EL6,3N1AB7AP2EL6,2014,2014,478,Nissan,1907,Sentra,Sedan/Saloon,35,Nissan/Datsun,4,"4-door sedan, hardtop",0,30,Utility Pole/Light Support,0,No or Not Reported,35043,Nissan/Datsun Sentra,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,65,65,220,220 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,2,February,2022,2022,2,February,2022,2022,5,"Yes, Specifics Unknown",2,"Two-Way, Divided, Unprotected Median",2,Two lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,101,Single Driver-Right Roadside Departure,43,1,,,,
15,Hawaii,150054,1,1,8,August,11:00am-11:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,1GKKNKLA6KZ1,1GKKNKLA6KZ1,2019,2019,472,GMC,1855,Acadia,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),23,GMC,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,8,Pedestrian,0,No or Not Reported,23423,GMC Acadia (2013 on. For 2007-2012 see model 008.),6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,280,280 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",3,Three lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,423,0,,,,
15,Hawaii,150055,1,1,8,August,9:00pm-9:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,5N1AR18W56C6,5N1AR18W56C6,2006,2006,478,Nissan,1911,Pathfinder,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),35,Nissan/Datsun,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,8,Pedestrian,0,No or Not Reported,35401,Nissan/Datsun Pathfinder,9,Unknown License Status,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,5,"Yes, Specifics Unknown",6,Entrance/Exit Ramp,3,Three lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,401,0,,,,
15,Hawaii,150056,1,1,8,August,9:00pm-9:59pm,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),2GNALBEK4F63,2GNALBEK4F63,2015,2015,467,Chevrolet,1847,Equinox,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,42,Tree (Standing Only),0,No or Not Reported,20404,Chevrolet Equinox,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,66,66,290,290 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,8,August,2019,2019,8,August,2019,2019,3,"Yes, Exceeded Speed Limit",3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,25,25 MPH,1,Straight,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,102,Single Driver-Left Roadside Departure,404,1,,,,
15,Hawaii,150057,1,2,8,August,5:00pm-5:59pm,Fell/Jumped from Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,JS1GN79A4621,JS1GN79A4621,2006,2006,509,Suzuki,10268,GSX600F,Motorcycle - Sport,53,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),0,12,Motor Vehicle In-Transport,0,No or Not Reported,53705,Suzuki 450-749cc,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,77,77,180,180 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,3,Curve - Left,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,2,"Stayed on roadway, but left original travel lane",0,M0-No Impact,0,No Impact,705,1,,,,
15,Hawaii,150057,2,2,8,August,5:00pm-5:59pm,Fell/Jumped from Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,3TMJU62N49M0,3TMJU62N49M0,2009,2009,448,Toyota,2223,Tacoma,Pickup,49,Toyota,34,Light Pickup,0,12,Motor Vehicle In-Transport,0,No or Not Reported,49472,Toyota Tacoma,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,2,2,0,None,9,September,2019,2019,2,February,2021,2021,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,2,Curve - Right,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,62,From opposite direction  over left lane line,9,Braking and steering right,9,Precrash stability unknown,1,Stayed in original travel lane,98,M98-Other Crash Type,998,Other Crash Type,472,0,,,,
15,Hawaii,150058,1,1,8,August,8:00pm-8:59pm,Other Object (not fixed),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,5J6RE4H57AL0,5J6RE4H57AL0,2010,2010,474,Honda,1865,CR-V,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),37,Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,18,Other Object (not fixed),0,No or Not Reported,37402,Honda CR-V,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",66,66,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,5,"Yes, Specifics Unknown",8,Not Reported,8,Not Reported,98,Not Reported,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,98,M98-Other Crash Type,998,Other Crash Type,402,1,,,,
15,Hawaii,150059,1,1,8,August,8:00pm-8:59pm,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,WDBWK54F88F1,WDBWK54F88F1,2008,2008,449,Mercedes-Benz,2080,SLK-Class,Convertible/Cabriolet,42,Mercedes-Benz,1,"Convertible(excludes sun-roof,t-bar)",0,39,Wall,0,No or Not Reported,42045,Mercedes-Benz SLK,1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,150,150 lbs.,0,None,0,None,0,None,1,1,0,None,0,None,1,1,10,October,2019,2019,2,February,2020,2020,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,101,Single Driver-Right Roadside Departure,45,1,,,,
15,Hawaii,150060,1,3,9,September,4:00pm-4:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1YLK10JC0,1HD1YLK10JC0,2018,2018,3888,Harley Davidson,20346,FXFBS / Fat Bob 114,Motorcycle - Custom,72,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),0,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,999,Unknown,98,Crashes Not Reported on Driving Record,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",6,Six lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,6,Passing or Overtaking Another Vehicle,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]",706,1,,,,
15,Hawaii,150060,2,3,9,September,4:00pm-4:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,5UXKR2C36H0X,5UXKR2C36H0X,2017,2017,452,BMW,1717,X5,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),34,BMW,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,12,Motor Vehicle In-Transport,0,No or Not Reported,34421,"BMW X5 (For 2017 on. For 2000-16, see model 401)",6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",67,67,148,148 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",6,Six lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,11,Turning Left,63,From opposite direction  over right lane line,16,Braking,9,Precrash stability unknown,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]",421,0,,,,
15,Hawaii,150060,3,3,9,September,4:00pm-4:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,JTNK4RBE2K30,JTNK4RBE2K30,2019,2019,448,Toyota,2208,Corolla,Hatchback/Liftback/Notchback,49,Toyota,5,5-door/4-door hatchback,0,12,Motor Vehicle In-Transport,0,No or Not Reported,49032,Toyota Corolla,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,5,May,2022,2022,5,May,2022,2022,0,No,1,"Two-Way, Not Divided",6,Six lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,16,Braking,9,Precrash stability unknown,1,Stayed in original travel lane,98,M98-Other Crash Type,998,Other Crash Type,32,0,,,,
15,Hawaii,150061,1,2,8,August,7:00pm-7:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,2GTEC19T6Y13,2GTEC19T6Y13,2000,2000,472,GMC,1857,Sierra,Pickup,23,GMC,34,Light Pickup,0,12,Motor Vehicle In-Transport,0,No or Not Reported,23481,"GMC C, K, R, V-series pickup/     Sierra",2,Revoked,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,205,205 lbs.,0,None,0,None,2,2,2,2,0,None,1,1,7,7,3,March,2019,2019,3,March,2023,2023,0,No,1,"Two-Way, Not Divided",3,Three lanes,50,50 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,98,Other,3,Device Functioning Properly,11,Turning Left,63,From opposite direction  over right lane line,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]",481,0,,,,
15,Hawaii,150061,2,2,8,August,7:00pm-7:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1BMY105Y1,1HD1BMY105Y1,2005,2005,3888,Harley Davidson,8502,Fat Boy,Motorcycle - Custom,72,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),0,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,3,Expired,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",3,Three lanes,50,50 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]",706,1,,,,
15,Hawaii,150062,1,1,9,September,10:00pm-10:59pm,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,1HD1YDJ20KB0,1HD1YDJ20KB0,2019,2019,3888,Harley Davidson,20340,FLSL / Softail Slim,Motorcycle - Custom,72,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),0,30,Utility Pole/Light Support,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,5,May,2019,2019,5,May,2019,2019,3,"Yes, Exceeded Speed Limit",6,Entrance/Exit Ramp,1,One lane,25,25 MPH,2,Curve - Right,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,7,B7-Single Driver-Left Roadside Departure-Control/Traction Loss,102,Single Driver-Left Roadside Departure,706,1,,,,
15,Hawaii,150063,1,1,9,September,2:00am-2:59am,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,JH4CL96825C0,JH4CL96825C0,2005,2005,475,Acura,1874,TSX,Sedan/Saloon,54,Acura,4,"4-door sedan, hardtop",0,42,Tree (Standing Only),0,No or Not Reported,54039,Acura TSX,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,65,65,111,111 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,25,25 MPH,2,Curve - Right,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,3,Skidding laterally clockwise rotation,4,Departed roadway,7,B7-Single Driver-Left Roadside Departure-Control/Traction Loss,102,Single Driver-Left Roadside Departure,39,1,,,,
15,Hawaii,150064,1,1,9,September,0:00am-0:59am,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,6,California,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JYA3CMC08LA0,JYA3CMC08LA0,1990,1990,564,Yamaha,12258,XV750 Virago,Motorcycle - Cruiser,76,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),0,30,Utility Pole/Light Support,0,No or Not Reported,76705,Yamaha 450-749cc,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,140,140 lbs.,1,1,0,None,0,None,0,None,0,None,0,None,0,None,8,August,2023,2023,8,August,2023,2023,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",3,Three lanes,35,35 MPH,2,Curve - Right,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,102,Single Driver-Left Roadside Departure,705,1,,,,
15,Hawaii,150065,1,1,9,September,7:00pm-7:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,2G1FP22S5S21,2G1FP22S5S21,1995,1995,467,Chevrolet,1829,Camaro,Coupe,20,Chevrolet,2,"2-door sedan,hardtop,coupe",0,8,Pedestrian,0,No or Not Reported,20009,Chevrolet Camaro,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,11,November,2022,2022,11,November,2022,2022,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,98,Not Reported,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,9,0,,,,
